time,open,high,low,close,volume
2022-10-21 19:25:00,129.98,129.98,129.98,129.98,100
2022-10-21 19:20:00,130.05,130.05,130.05,130.05,427
2022-10-21 17:40:00,130.08,130.08,130.08,130.08,729
2022-10-21 17:15:00,129.92,129.92,129.92,129.92,201
2022-10-21 17:10:00,129.9,129.9,129.9,129.9,21320
2022-10-21 16:50:00,129.99,130.0,129.98,129.98,1081
2022-10-21 16:35:00,129.9,129.9,129.9,129.9,188
2022-10-21 16:30:00,129.9,129.9,129.9,129.9,380
2022-10-21 16:10:00,129.9,129.9,129.9,129.9,14723
2022-10-21 16:05:00,129.9,129.9,129.9,129.9,102295
2022-10-21 16:00:00,129.85,129.96,129.72,129.95,383326
2022-10-21 15:55:00,129.93,129.95,129.78,129.855,196242
2022-10-21 15:50:00,130.0,130.0393,129.87,129.94,119757
2022-10-21 15:45:00,130.01,130.09,129.92,130.01,117591
2022-10-21 15:40:00,129.86,130.02,129.8443,130.01,93515
2022-10-21 15:35:00,129.96,129.98,129.8391,129.87,85259
2022-10-21 15:30:00,129.89,129.99,129.85,129.9655,76183
2022-10-21 15:25:00,129.67,129.9296,129.66,129.88,79501
2022-10-21 15:20:00,129.71,129.77,129.6359,129.6663,62675
2022-10-21 15:15:00,129.87,129.88,129.71,129.715,64180
2022-10-21 15:10:00,129.945,129.97,129.83,129.8607,51971
2022-10-21 15:05:00,129.84,129.9899,129.84,129.96,36466
2022-10-21 15:00:00,129.68,129.915,129.68,129.83,31234
2022-10-21 14:55:00,129.75,129.78,129.67,129.68,36896
2022-10-21 14:50:00,129.66,129.77,129.65,129.75,35272
2022-10-21 14:45:00,129.861,129.87,129.68,129.68,44798
2022-10-21 14:40:00,130.05,130.07,129.83,129.88,47775
2022-10-21 14:35:00,129.97,130.18,129.95,130.06,42987
2022-10-21 14:30:00,129.71,130.02,129.71,129.96,45382
2022-10-21 14:25:00,129.86,129.89,129.63,129.7,64552
2022-10-21 14:20:00,129.95,129.98,129.7648,129.88,38028
2022-10-21 14:15:00,130.01,130.03,129.9,129.9,44992
2022-10-21 14:10:00,129.965,130.02,129.94,129.995,51149
2022-10-21 14:05:00,129.92,130.06,129.92,129.99,41015
2022-10-21 14:00:00,130.04,130.05,129.88,129.92,57752
2022-10-21 13:55:00,130.03,130.115,129.94,130.04,39911
2022-10-21 13:50:00,129.74,130.05,129.735,130.02,46728
2022-10-21 13:45:00,129.78,129.88,129.73,129.73,50889
2022-10-21 13:40:00,129.855,129.94,129.71,129.78,52607
2022-10-21 13:35:00,129.96,130.13,129.87,129.87,46130
2022-10-21 13:30:00,129.82,130.05,129.81,129.955,26788
2022-10-21 13:25:00,130.02,130.0715,129.8193,129.83,42352
2022-10-21 13:20:00,129.89,130.02,129.74,130.02,38946
2022-10-21 13:15:00,129.89,129.98,129.83,129.87,59680
2022-10-21 13:10:00,130.0,130.11,129.88,129.8832,37312
2022-10-21 13:05:00,130.07,130.13,129.945,130.01,43921
2022-10-21 13:00:00,130.19,130.235,130.03,130.08,35329
2022-10-21 12:55:00,130.1,130.3,130.1,130.17,39426
2022-10-21 12:50:00,129.93,130.13,129.92,130.09,52718
2022-10-21 12:45:00,129.7094,129.97,129.7094,129.92,34290
2022-10-21 12:40:00,129.7199,129.94,129.65,129.6764,35090
2022-10-21 12:35:00,129.51,129.75,129.35,129.715,33037
2022-10-21 12:30:00,129.65,129.77,129.39,129.4405,39682
2022-10-21 12:25:00,129.25,129.7,129.135,129.7,45308
2022-10-21 12:20:00,129.265,129.38,129.22,129.2599,39563
2022-10-21 12:15:00,129.28,129.3799,129.12,129.26,42871
2022-10-21 12:10:00,129.59,129.59,129.27,129.28,62453
2022-10-21 12:05:00,129.64,129.79,129.47,129.565,101481
2022-10-21 12:00:00,129.1,129.64,129.08,129.64,74922
2022-10-21 11:55:00,128.97,129.24,128.83,129.1236,85918
2022-10-21 11:50:00,129.0,129.1,128.83,128.99,64057
2022-10-21 11:45:00,128.75,129.0693,128.66,129.01,59364
2022-10-21 11:40:00,129.04,129.045,128.67,128.71,43479
2022-10-21 11:35:00,128.99,129.26,128.94,129.01,56566
2022-10-21 11:30:00,128.84,129.177,128.8286,128.99,41034
2022-10-21 11:25:00,128.895,129.05,128.79,128.83,49732
2022-10-21 11:20:00,128.87,129.1005,128.72,128.89,49715
2022-10-21 11:15:00,128.6439,128.99,128.6439,128.9,44167
2022-10-21 11:10:00,128.63,128.71,128.47,128.64,44767
2022-10-21 11:05:00,128.82,128.83,128.43,128.59,82155
2022-10-21 11:00:00,129.27,129.28,128.74,128.81,85122
2022-10-21 10:55:00,129.41,129.535,129.26,129.26,58859
2022-10-21 10:50:00,129.71,129.7772,129.27,129.435,72374
2022-10-21 10:45:00,129.67,129.825,129.44,129.73,83741
2022-10-21 10:40:00,129.31,129.8,129.2913,129.66,95372
2022-10-21 10:35:00,129.46,129.72,129.285,129.33,119826
2022-10-21 10:30:00,129.43,129.52,129.15,129.46,107490
2022-10-21 10:25:00,129.64,129.899,129.44,129.47,96198
2022-10-21 10:20:00,129.975,129.99,129.56,129.6,114185
2022-10-21 10:15:00,130.375,130.42,129.8885,129.98,68212
2022-10-21 10:10:00,130.66,130.6787,130.22,130.35,62701
2022-10-21 10:05:00,130.405,130.845,130.17,130.68,246679
2022-10-21 10:00:00,129.72,130.4,129.58,130.35,150604
2022-10-21 09:55:00,128.79,129.75,128.53,129.74,189081
2022-10-21 09:50:00,129.01,129.01,127.59,128.78,211029
2022-10-21 09:45:00,128.67,129.1,128.187,129.0381,174126
2022-10-21 09:40:00,129.205,129.52,128.465,128.665,145696
2022-10-21 09:35:00,128.39,129.65,128.3,129.195,473726
2022-10-21 09:30:00,128.02,128.8,128.02,128.8,1636
2022-10-21 09:20:00,128.3,128.3,127.81,127.81,2615
2022-10-21 09:15:00,128.15,128.8,128.15,128.8,1887
2022-10-21 09:10:00,128.0,128.26,128.0,128.0,1236
2022-10-21 09:05:00,128.0,128.0,128.0,128.0,804
2022-10-21 09:00:00,127.8,127.8,127.8,127.8,596
2022-10-21 08:40:00,127.52,127.52,127.52,127.52,155
2022-10-21 08:35:00,127.52,127.52,127.52,127.52,100
2022-10-21 08:30:00,127.43,127.43,127.43,127.43,200
2022-10-21 08:25:00,127.56,127.56,127.43,127.43,436
2022-10-21 08:20:00,127.76,128.3,127.43,127.43,1342
2022-10-21 08:15:00,127.8,127.8,127.8,127.8,115
2022-10-21 08:10:00,127.76,127.76,127.76,127.76,200
2022-10-21 08:05:00,127.76,127.76,127.76,127.76,1754
2022-10-21 07:40:00,128.0,128.0,127.98,127.98,372
2022-10-20 19:50:00,127.93,127.93,127.93,127.93,200
2022-10-20 19:45:00,127.99,127.99,127.99,127.99,1010
2022-10-20 19:35:00,127.9899,127.99,127.9899,127.99,560
2022-10-20 19:25:00,128.01,128.01,128.0,128.0,318
2022-10-20 19:15:00,128.12,128.12,128.1,128.1,807
2022-10-20 19:10:00,128.13,128.13,128.13,128.13,165
